unique_id,name,edition,card_number,race,type,cost,power,health,loyalty,power_icons,traits,rules_text,illustrator,card_quantity
01117,Pilgrimage,Core Set,117,Neutral,Tactic,4,,,,,,,,
01078,Pillage,Core Set,78,Orc,Tactic,2 +,,,,,,- Action: Destroy one target support card.,,
11014,Pillaged Village,Cataclysm,14,Orc,Support,4 +,2,,,,Building,"- Orc only. When you burn a zone during an attack, you may put this card into play from your hand (in any zone).",,
08007,Pink Horrors,The Inevitable City,7,Chaos,Unit,2,1,2,2,1,Daemon,"Hit Points: 2 Daemon. Action: When this unit enters play, put a card named Pink Horror or Blue Horrors into play from your hand. ""But wait, there's more!"" - last words of Sargeant Swartzhold",Jake Masbruch,3
01036,Pistoliers,Core Set,36,Empire,Unit,2,1,2,1,1,Ranger,Hit Points: 2 Ranger. Action: Spend 1 resource to move this unit from its current zone to another of your zones.,Liu Yang,3
06034,Plague Bomb,Chaos Moon,34,Chaos,Tactic,3,,,3,,"Spell, Disease","Spell. Disease. Action: Deal 1 damage to target unit. Deal 2 damage to another target unit. Deal 3 damage to a third target unit. Such a lovely pestilence, and such a pleasure to share!",David Michael Wright,3
02120,Plague Monk,Arcane Fire,120,Neutral,Unit,2,1,2,0,1,Skaven,"Hit Points: 2 Skaven. Destruction only. Kingdom. Action: Whenever you play a Spell, look at the top two cards of any player's deck. Discard any number of those cards and place the rest back on top of the deck in any order.",Illich Henriquez,1
11036,Plaguebearer,Cataclysm,36,Chaos,Unit,2 +,1,2,,,Warrior,"- Action: When this unit enters play, search the top 5 cards of your deck for a Mutation or Disease card, reveal it, and add it to your hand. Shuffle the deck.",,
08040,Planning for War,Realm of the Phoenix King,40,High Elf,Quest,0,,,3,,,"Quest. Action: When this card enters play, draw a card. Quest. Action: When you play a [High Elf] non-Attachment support card from your hand, return target unit from your discard pile to your hand if a unit is questing here.",Games Workshop Ltd,3
09079,Pleasure Cults,Vessel of the Winds,79,Dark Elf,Quest,1,,,3,,Invasion,"Invasion. Play in any opponent's zone, under his control. Units enter this zone corrupted. Forced: Put 1 resource token on this card at the beginning of your turn if a unit is questing here. Then, you may remove 2 resource tokens from this card to destroy this card.",Magali Villeneuve,3
10119,Plunderer,Faith and Steel,119,Neutral,Support,0,,,0,0,Attachment,Attachment. Attach to target unit you control. Attached unit gains Raider 2. I'm in it for the gold.,0 Comments,3
02035,Poison Wind Globadiers,Path of the Zealot,35,Neutral,Unit,3,1,2,0,1,Skaven,"Hit Points: 2 Skaven. Destruction only. Battlefield. Action: Corrupt this unit to deal 1 damage to one target attacking or defending unit. ""Cover your mouths, the air is death!"" - Gurni Thorgrimson",Sam Wood,1
06003,Poisonous Wyvern,Omens of Ruin,3,Orc,Unit,4,2,6,2,2,Creature,"Hit Points: 6 Creature. The creature fell upon us like a thunderstorm, sudden and loud, all roaring and gnashing its teeth. Hans died immediately to the thing's claws, Erich to its jaws. The captain drove it off and we thought that was the last of things, but the captain didn't last long with its poison in him... - Jacob Roedwig Halberdier",Nicole Cardiff,3
08059,Pool of Tranquility,The Iron Rock,59,Neutral,Support,2,1,,0,1,"Lizardmen, Location","Lizardmen. Location. Order only. Action: Spend 2 resources to draw a card. Then, choose and discard a card from your hand.",Joe Wilson,3
09092,Possess Mind,Portent of Doom,92,Dark Elf,Support,X,,,2,0,"Attachment, Hex","Attachment. Hex. Attach to a target unit. Action: At the beginning of your turn, attached unit deals damage equal to its power to target unit controlled by attached unit's controller. Then, any player may discard X cards from his hand to destroy this card.",Mark Winters,3
10054,Power of Chaos,Battle for the Old World,54,Chaos,Tactic,0,,,5,,Spell,"Spell. Action: Until the end of the turn, you may play any number of Limited cards. (Paying all costs.)",Brittain Scott,3
01121,Prepare for War!,Core Set,121,Neutral,Quest,0,,,0,,,"Quest. Action: Sacrifice the unit on this quest to shuffle X target cards from your discard pile into your deck, where X is the number of resource tokens on this quest. Quest. Forced: At the beginning of your turn, place 1 resource token on this quest if a unit is questing here.",Paul Dainton,2
07019,Priest of Verena,Legends,19,Empire,Unit,2,1,1,2,1,Priest,"Hit Points: 1 Priest. Action: At the beginning of your turn, move target development from its current zone to another zone controlled by the same player.",David A. Nash,3
08106,Priests of Sigmar,The Imperial Throne,106,Empire,Unit,5,2,3,2,2,"Cavalry, Priest",Hit Points: 3 Cavalry. Priest. Toughness X. X is the highest loyalty on an [Empire] card you control. Glory to Sigmar! Chaaarge!,Christi Balancseu,3
09089,Prince Althran,Portent of Doom,89,High Elf,Unit,3,2,3,3,2,"Hero, Noble",Hit Points: 3 Hero. Noble. Limit one Hero per zone. This unit enters play with 1 resource token on it. Action: Remove 1 resource token from a unit you control to have this unit gain [Power] until the end of the turn.,Magali Villeneuve,3
08004,Prince of Caledor,The Inevitable City,4,High Elf,Unit,8,4,4,3,4,Noble,Hit Points: 4 Noble. Lower the cost to play this unit by 1 for each damaged unit you control. This better be good.,Diego Gisbert,3
09086,Progress In Numbers,Portent of Doom,86,Orc,Tactic,1,,,1,,,Action: Put 1 resource token on target quest for each unit questing here. Dat wuz close.,Andrew Joh,3
08092,Promenade of Malice,City of Winter,92,Dark Elf,Support,3,1,,2,1,Location,"Location. Action: When a card enters a discard pile, corrupt a unit you control to put another target copy of the discarded card on the bottom of its owner's deck.",Emil Landgreen,3
02106,Protect the Empire,Arcane Fire,106,Empire,Quest,0,,,2,,Quest,Quest. Any unit questing on this card can defend any of your zones when they are attacked.,Dave Gallagher,1
07051,Protective Spites,Legends,51,Neutral,Support,3,,,0,0,"Wood Elf, Attachment.","Wood Elf. Attachment. Order only. Attach to a target unit you control. This card enters play with 3 resources token on it. If attached unit is dealt damage, remove a resource token from this card instead.",Sandara Tang,3
06119,Pure Warpstone,Fiery Dawn,119,Neutral,Support,4,2,,0,2,Warpstone,Warpstone. Corrupted units in this zone gain [Power].,Jorge Maese,3
09046,Purged by Flame,The Accursed Dead,46,High Elf,Tactic,1,,,2,,,"Action: Put up to 2 resource tokens on a non-quest card you control. The fire will not catch, when Asuryan burns inside.",Owen William Weber,3
10087,Pyromancy,The Ruinous Hordes,87,Empire,Support,1,,,2,0,"Attachment, Spell","Attachment. Spell. Attach to target unit you control. Forced: At the beginning of your turn, attached unit deals damage to target unit equal to the damage on attached unit.",Wen Xiaodong,3
12019,Queek Headtaker,Hidden Kingdoms,19,Neutral,Legend,5,4,3,,,Skaven,- Lower the cost to play a Skaven unit to 0 if you have another copy of that unit in play.,,
08062,Queen Helga,Karaz a Karak,62,Dwarf,Unit,5,1,3,3,1,Hero,"Hit Points: 3 Hero. Noble. Limit one Hero per zone. Toughness 2. Action: When a Hero unit enters play under your control, put a [Dwarf] unit with printed cost 3 or lower into play in the same zone from your hand.",0 Comments,3
01054,Radiant Gaze,Core Set,54,High Elf,Tactic,2,,,3,,Spell,Spell. Action: Choose an opponent's zone. All units in that zone lose [Power] until the end of the turn.,Geoff Taylor,1
09008,Rage of the Bear,Rising Dawn,8,Empire,Tactic,1,,,2,,Spell,Spell. Action: Heal 1 damage on target Mage unit. It deals +2 damage in combat until the end of the turn. Some forces cannot be chained.,Mike Capprotti,3
08020,Raiding Camps,The Inevitable City,20,Chaos,Quest,0,,,3,,Quest,"Quest. Action: When this card enters play, draw a card. Quest. Action: When you play a [Chaos] non-Attachment support card from your hand, destroy target support card in a zone with no units if a unit is questing here.",Yoann Boissonnet,3
08060,Raiding Parties,The Iron Rock,60,Orc,Quest,0,,,3,,Quest,"Quest. Action: When this card enters play, draw a card. Quest. Action: When you play an [Orc] non-Attachment support card from your hand, destroy target development if a unit is questing here.",Games Workshop Ltd,3
08100,Raiding Ships,City of Winter,100,Dark Elf,Quest,0,,,3,,,"Quest. Action: When this card enters play, draw a card. Quest. Action: When you play a [Dark Elf] non-Attachment support card from your hand, discard a card at random from an opponent's hand if a unit is questing here.",Yoann Boissonnet,3
05053,Raise Dead,March of the Damned,53,Neutral,Tactic,4,,,0,,"Undead, Spell.",Undead. Spell. Destruction only. Play during your turn. Action: Choose a target unit in your discard pile and put it into play (you choose which zone the unit enters).,Margaret Hardy,3
06048,Rally Point,The Twin Tailed Comet,48,Empire,Support,1,,,2,0,Location,"Location. Action: At the beginning of your turn, move target unit you control from its current zone to this zone.","Sergey ""Kozivara"" Kozayakov",3
02055,Rat Ogres,Tooth and Claw,55,Neutral,Unit,4,2,3,0,2,Skaven,"Hit Points: 3 Skaven. Destruction only. Action: At the beginning of your turn, uncorrupt all Skaven units.",Wayne Reynolds,1
12021,Rat Swarm,Hidden Kingdoms,21,Neutral,Unit,0,,1,,,"Skaven, Creature",- Skaven only. You may have up to 6 copies of this unit in your deck.,,
08098,Ratling Gun,City of Winter,98,Neutral,Support,2,,,0,0,"Attachment, Skaven, Weapon",Attachment. Skaven. Weapon. Destruction only. Attach to a target Skaven unit. Action: Corrupt attached unit to deal 1 damage to each attacking unit.,Dimitri Bielak,3
02059,Reap What's Sown,Tooth and Claw,59,Neutral,Tactic,X,,,0,,,Action: Each player with X or more total developments may discard his hand and draw X cards. The fields produce whatever has been planted. This year we grow corpses...,Illich Henriquez,1
02077,Reaper Bolt Thrower,The Deathmaster's Dance,77,Dark Elf,Support,2,,,2,0,Siege,"Siege. Battlefield. Action: Spend 2 resources to deal 2 indirect damage to each opponent. (Limit once per turn.) (Players assign their own indirect damage.) Wickedly barbed points atop a spear of wood and iron, each as tall as a man.",Adrian Smith,1
09058,Rebuild the Hold,The Accursed Dead,58,Dwarf,Quest,2,,,2,,Epic,"Epic. Quest. Action: Sacrifice a development to put 1 resource token on this card if a unit is questing here. Quest. Action: Remove 8 resource tokens from this card to remove a burn token from your capital. Then, sacrifice this card.",Games Workshop Ltd.,3
10018,Reckless Attack,Days of Blood,18,Chaos,Tactic,1,,,2,,,"Limited. Action: When your opponent declares at least 1 defender against your attack, put target unit in your discard pile into play in your battlefield declared as an attacker. At the end of the phase, sacrifice all units that attacked this phase.",Tyler James,3
12053,Reckless Boyz,Hidden Kingdoms,53,Orc,Unit,3 +,3,3,,,Warrior,"- Battlefield only. Forced: When this unit attacks, reveal the top card of your deck. If the cost of the revealed card is even, deal 2 damage to this unit. Then, shuffle your deck.",,
09043,Reckless Engineer,The Accursed Dead,43,Dwarf,Unit,2,1,2,2,1,Engineer,"Hit Points: 2 Engineer. Action: Sacrifice a development to reveal the top card of your deck. If the revealed card is a support card, put it into play and deal damage equal to its printed cost to this unit. Otherwise, discard it.",Santiago Villa,3
02063,Reclaim the Hold,The Deathmaster's Dance,63,Dwarf,Quest,0,,,2,,,"Quest. When a card you control leaves play, you may discard 1 resource token from this card to place that card into its current zone as a development instead of discarding it. Quest. Forced: Place 1 resource token on this card at the beginning of your turn if a unit is questing here.",Games Workshop Ltd,1
04042,Reclaiming the Fallen,The Silent Forge,42,Dwarf,Tactic,5,,,2,,,Action: Choose one of your zones. Put into play all units in your discard pile into that zone. Sacrifice those units at the end of the phase. Our kinsmen shall watch out for us from the halls of the Ancestors!,Caravan Studio,3
10102,Recon in Force,Faith and Steel,102,Empire,Quest,0,,,3,,Mission,"Mission. Play in any opponent's zone under your control. When you assign combat damage to this zone, you may place any number of that combat damage on this quest instead. Forced: When the 3rd damage token is placed here, sacrifice this quest to shuffle each player's discard pile into his deck. Then, draw 3 cards.",0 Comments,3
10062,Recover Mithril Lode,Glory of Days Past,62,Dwarf,Quest,0,,,3,,Mission,"Mission. Play in any opponent's zone under your control. When you assign combat damage to this zone, you may place any number of that combat damage on this quest instead. Forced: When the 3rd damage token is placed here, sacrifice this quest to put the top 4 cards of your discard pile into play as developments in any single zone.",Lin Bo,3
08120,Recruiting for War,The Imperial Throne,120,Empire,Quest,0,,,3,,,"Quest. Action: When this card enters play, draw a card. Quest. Action: When you play an [Empire non-Attachment support card from your hand, draw a card if a unit is questing here.",Yoann Boissonnet,3
07011,Red 'Ead Boyz,Legends,11,Orc,Unit,5,2,4,2,2,"Warrior, Elite","Hit Points: 4 Warrior. Elite. Action: When this unit enters play, deal 1 damage to each unit with printed cost 3 or lower.",Games Workshop Ltd,3
09050,Red Arrow Coach,The Accursed Dead,50,Empire,Support,0,,,2,0,Transportation,"Transportation. Action: Spend 1 resource to move this card and target unit in this zone to another zone you control. That unit may then move onto a quest, if able. (Limit once per turn.)",Ilich Henriquez,3
11010,Redface Zappa,Cataclysm,10,Orc,Unit,1 +,1,2,,,"Orc, Shaman",- Battlefield only. This unit enters play with 1 damage on it.,,
10047,Reiksguard Elite,Battle for the Old World,47,Empire,Unit,3,2,1,2,2,"Elite, Knight","Hit Points: 1 Elite. Knight. Battlefield only. This unit gains +1 hit point for every experience attached to it. Action: When this unit attacks or defends, attach 1 experience to it.",0 Comments,3
01027,Reiksguard Knights,Core Set,27,Empire,Unit,3,1,2,1,1,Knight,Hit Points: 2 Knight. Counterstrike 2 (this unit deals 2 combat damage immediately after defending). For Karl Franz!,Karl Kopinski,3
02044,Reiksguard Swordsmen,Tooth and Claw,44,Empire,Unit,5,2,2,2,2,Knight,Hit Points: 2 Knight. Counterstrike 4 (this unit deals 4 combat damage immediately after defending). Fierce defenders of the Empire.,Michael Phillippi,3
01129,Reinforcements,Core Set,129,Neutral,Draft,,,,,,,"- After selecting this card, discard it and look at the top five cards of your draft pile. Add one of those cards to your deck then place the others at the bottom of the draft pile. SEARCH 5",,
